,time_entered_pathway,overall_queue_time,overall_q_time
0,0.0,,120.5000000000001
0,0.011741421281223092,,240.48825857871915
0,0.0399944588551413,,242.36000554114523
0,0.16501542783210854,,242.73498457216826
0,0.32971553535229414,,244.47028446464807
0,1.1042009023533763,,244.195799097647
0,1.2044089353669387,,245.99559106463346
0,1.2890129277312683,,246.4109870722691
0,1.5217812268872992,,248.0782187731131
0,1.7312881030504745,,248.36871189694992
0,1.9161083679631994,,250.0838916320372
0,1.9941486640341084,,250.5058513359663
0,2.060390496153804,,252.3396095038466
0,2.155801076771349,,252.74419892322905
0,2.2235298317873418,,254.57647016821306
0,2.333438705179006,,254.96656129482142
0,2.452113639333258,,256.7478863606671
0,2.5983376539129397,,257.10166234608744
0,2.70948023103962,,258.89051976896076
0,2.7599457844381066,,259.34005421556225
0,2.846565182005305,,261.15343481799505
0,3.3711046031732947,,261.12889539682703
0,3.664395802610939,,262.73560419738936
0,3.7621333746478633,,263.13786662535244
0,3.8412083402153807,,264.95879165978494
0,3.875898445406056,,265.42410155459424
0,3.9344542669530203,,267.26554573304725
0,4.331798507752183,,267.3682014922481
0,4.496401633903407,,269.10359836609683
0,4.569788084858189,,269.53021191514205
0,4.642237067258072,,271.35776293274216
0,4.730750975495835,,271.7692490245044
0,5.130207193641067,,273.26979280635913
0,5.302715928876313,,273.5972840711239
0,5.386719651442218,,275.413280348558
0,5.687090029616741,,275.61290997038344
0,6.225116360288333,,276.97488363971183
0,6.9186641117980425,,276.78133588820214
0,7.579085974591614,,278.0209140254085
0,7.6043387972413825,,278.49566120275875
0,7.849996260426134,,280.150003739574
0,7.9657889801023485,,280.5342110198978
0,8.359180059755072,,282.040819940245
0,8.69533657886839,,282.2046634211317
0,9.183486563999526,,283.61651343600056
0,9.26893229332963,,284.03106770667046
0,9.377551665915341,,285.8224483340847
0,9.457427161697652,,286.2425728383024
0,9.717144821150127,,287.8828551788499
0,9.873923118947413,,288.2260768810526
0,10.527785732018128,,289.4722142679819
0,10.613013925201475,,289.88698607479853
0,10.806986924235442,,291.59301307576453
0,10.942490004973632,,291.9575099950263
0,11.178855590375354,,293.6211444096246
0,11.305594446087296,,293.99440555391266
0,11.393231798989518,,295.8067682010104
0,11.591629479051136,,296.1083705209488
0,11.73876635450736,,297.8612336454926
0,12.704621172146261,,297.3953788278536
0,12.842168904660003,,299.1578310953399
0,13.07536027442904,,299.42463972557084
0,13.584839564365177,,300.8151604356347
0,13.64482138001389,,301.255178619986
0,13.688778232635174,,303.11122176736467
0,13.706389317587362,,303.5936106824125
0,14.368764845268213,,304.8312351547316
0,14.422081724058856,,305.277918275941
0,15.022680587419012,,306.5773194125808
0,15.328633351472307,,306.7713666485275
0,15.633905884027985,,308.3660941159718
0,15.686446362420652,,308.8135536375791
0,15.77518349181801,,310.62481650818177
0,15.873243469723313,,311.02675653027643
